Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_81_485,VPWR,li1,231.3800,231.2000,1.799919
FILLER_81_474,VPWR,li1,223.7900,231.2000,1.799924
FILLER_81_465,VPWR,li1,219.8800,231.2000,1.799927
FILLER_81_455,VPWR,li1,215.7400,231.2000,1.799931
FILLER_81_444,VPWR,li1,210.6800,231.2000,1.799935
FILLER_81_417,VPWR,li1,197.8000,231.2000,1.799953
FILLER_81_405,VPWR,li1,194.5800,231.2000,1.799958
FILLER_81_393,VPWR,li1,189.0600,231.2000,1.799967
FILLER_81_391,VPWR,li1,185.6100,231.2000,1.799972
FILLER_81_384,VPWR,li1,183.0800,231.2000,1.799977
FILLER_81_349,VPWR,li1,166.7500,231.2000,1.799987
FILLER_81_337,VPWR,li1,163.3000,231.2000,1.799987
FILLER_81_328,VPWR,li1,158.2400,231.2000,1.799988
FILLER_81_305,VPWR,li1,146.0500,231.2000,1.799988
FILLER_81_299,VPWR,li1,144.4400,231.2000,1.799989
FILLER_81_287,VPWR,li1,140.3000,231.2000,1.799989
FILLER_81_272,VPWR,li1,132.4800,231.2000,1.799990
FILLER_81_249,VPWR,li1,120.5200,231.2000,1.799991
FILLER_81_237,VPWR,li1,117.3000,231.2000,1.799991
FILLER_81_225,VPWR,li1,111.7800,231.2000,1.799991
FILLER_81_208,VPWR,li1,101.8900,231.2000,1.799992
FILLER_81_193,VPWR,li1,96.1400,231.2000,1.799993
FILLER_81_181,VPWR,li1,91.5400,231.2000,1.799993
FILLER_81_169,VPWR,li1,86.0200,231.2000,1.799994
FILLER_81_165,VPWR,li1,82.1100,231.2000,1.799994
FILLER_81_155,VPWR,li1,77.0500,231.2000,1.799994
FILLER_81_143,VPWR,li1,71.5300,231.2000,1.799995
FILLER_81_137,VPWR,li1,69.9200,231.2000,1.799995
FILLER_81_125,VPWR,li1,65.7800,231.2000,1.799995
FILLER_81_113,VPWR,li1,60.2600,231.2000,1.799996
FILLER_81_111,VPWR,li1,56.8100,231.2000,1.799996
FILLER_81_99,VPWR,li1,53.8200,231.2000,1.799996
FILLER_81_87,VPWR,li1,48.3000,231.2000,1.799997
FILLER_81_75,VPWR,li1,42.7800,231.2000,1.799997
FILLER_81_65,VPWR,li1,35.8800,231.2000,1.799998
FILLER_81_57,VPWR,li1,33.5800,231.2000,1.799998
FILLER_81_55,VPWR,li1,31.0500,231.2000,1.799998
FILLER_81_51,VPWR,li1,29.9000,231.2000,1.799998
FILLER_81_39,VPWR,li1,26.2200,231.2000,1.799999
FILLER_81_27,VPWR,li1,20.7000,231.2000,1.799999
FILLER_81_15,VPWR,li1,15.1800,231.2000,1.799999
FILLER_81_3,VPWR,li1,9.6600,231.2000,1.799999
FILLER_80_631,VPWR,li1,297.1600,231.2000,1.799876
FILLER_80_601,VPWR,li1,282.9000,231.2000,1.799881
FILLER_80_589,VPWR,li1,279.2200,231.2000,1.799883
FILLER_80_582,VPWR,li1,274.6200,231.2000,1.799887
FILLER_80_575,VPWR,li1,270.2500,231.2000,1.799891
FILLER_80_571,VPWR,li1,269.1000,231.2000,1.799891
FILLER_80_557,VPWR,li1,263.5800,231.2000,1.799895
FILLER_80_545,VPWR,li1,258.9800,231.2000,1.799899
FILLER_80_536,VPWR,li1,253.0000,231.2000,1.799904
FILLER_80_530,VPWR,li1,249.7800,231.2000,1.799905
FILLER_80_519,VPWR,li1,245.6400,231.2000,1.799909
FILLER_80_507,VPWR,li1,241.5000,231.2000,1.799912
FILLER_80_495,VPWR,li1,235.9800,231.2000,1.799916
FILLER_80_483,VPWR,li1,230.4600,231.2000,1.799919
FILLER_80_474,VPWR,li1,224.0200,231.2000,1.799924
FILLER_80_465,VPWR,li1,220.3400,231.2000,1.799927
FILLER_80_455,VPWR,li1,215.2800,231.2000,1.799931
FILLER_80_427,VPWR,li1,202.6300,231.2000,1.799946
FILLER_80_408,VPWR,li1,195.9600,231.2000,1.799958
FILLER_80_397,VPWR,li1,188.3700,231.2000,1.799967
FILLER_80_389,VPWR,li1,186.3000,231.2000,1.799972
FILLER_80_377,VPWR,li1,181.7000,231.2000,1.799977
FILLER_80_365,VPWR,li1,176.1800,231.2000,1.799986
FILLER_80_361,VPWR,li1,172.2700,231.2000,1.799986
FILLER_80_349,VPWR,li1,168.8200,231.2000,1.799987
FILLER_80_342,VPWR,li1,163.0700,231.2000,1.799987
FILLER_80_336,VPWR,li1,161.4600,231.2000,1.799987
FILLER_80_324,VPWR,li1,157.3200,231.2000,1.799988
FILLER_80_309,VPWR,li1,147.8900,231.2000,1.799988
FILLER_80_305,VPWR,li1,146.5100,231.2000,1.799988
FILLER_80_297,VPWR,li1,143.9800,231.2000,1.799989
FILLER_80_282,VPWR,li1,135.7000,231.2000,1.799989
FILLER_80_274,VPWR,li1,131.7900,231.2000,1.799990
FILLER_80_268,VPWR,li1,130.1800,231.2000,1.799990
FILLER_80_253,VPWR,li1,122.5900,231.2000,1.799990
FILLER_80_246,VPWR,li1,120.0600,231.2000,1.799991
FILLER_80_234,VPWR,li1,115.9200,231.2000,1.799991
FILLER_80_222,VPWR,li1,110.4000,231.2000,1.799992
FILLER_80_209,VPWR,li1,102.5800,231.2000,1.799992
FILLER_80_197,VPWR,li1,98.9000,231.2000,1.799992
FILLER_80_195,VPWR,li1,95.4500,231.2000,1.799993
FILLER_80_189,VPWR,li1,93.8400,231.2000,1.799993
FILLER_80_177,VPWR,li1,89.7000,231.2000,1.799993
FILLER_80_165,VPWR,li1,84.1800,231.2000,1.799994
FILLER_80_153,VPWR,li1,78.6600,231.2000,1.799994
FILLER_80_141,VPWR,li1,73.1400,231.2000,1.799995
FILLER_80_134,VPWR,li1,68.5400,231.2000,1.799995
FILLER_80_117,VPWR,li1,59.8000,231.2000,1.799996
FILLER_80_109,VPWR,li1,57.5000,231.2000,1.799996
FILLER_80_97,VPWR,li1,52.9000,231.2000,1.799996
FILLER_80_85,VPWR,li1,47.3800,231.2000,1.799997
FILLER_80_83,VPWR,li1,43.9300,231.2000,1.799997
FILLER_80_77,VPWR,li1,42.3200,231.2000,1.799997
FILLER_80_65,VPWR,li1,38.1800,231.2000,1.799998
FILLER_80_53,VPWR,li1,32.6600,231.2000,1.799998
FILLER_80_41,VPWR,li1,27.1400,231.2000,1.799999
FILLER_80_29,VPWR,li1,21.6200,231.2000,1.799999
FILLER_80_27,VPWR,li1,18.1700,231.2000,1.799999
FILLER_80_15,VPWR,li1,15.1800,231.2000,1.799999
FILLER_80_3,VPWR,li1,9.6600,231.2000,1.799999
FILLER_79_636,VPWR,li1,298.3100,225.7600,1.800000
FILLER_79_632,VPWR,li1,297.1600,225.7600,1.800000
FILLER_79_617,VPWR,li1,289.8000,225.7600,1.800000
FILLER_79_614,VPWR,li1,288.4200,225.7600,1.800000
FILLER_79_598,VPWR,li1,280.8300,225.7600,1.800000
FILLER_79_594,VPWR,li1,279.6800,225.7600,1.800000
FILLER_79_557,VPWR,li1,262.4300,225.7600,1.800000
FILLER_79_549,VPWR,li1,259.9000,225.7600,1.800000
FILLER_79_536,VPWR,li1,252.3100,225.7600,1.800000
FILLER_79_524,VPWR,li1,249.3200,225.7600,1.800000
FILLER_79_511,VPWR,li1,240.8100,225.7600,1.800000
FILLER_79_505,VPWR,li1,239.2000,225.7600,1.800000
FILLER_79_501,VPWR,li1,236.6700,225.7600,1.800000
FILLER_79_492,VPWR,li1,232.7600,225.7600,1.800000
FILLER_79_480,VPWR,li1,229.0800,225.7600,1.800000
FILLER_79_468,VPWR,li1,223.5600,225.7600,1.800000
FILLER_79_456,VPWR,li1,218.0400,225.7600,1.800000
FILLER_79_447,VPWR,li1,211.3700,225.7600,1.800000
FILLER_79_439,VPWR,li1,209.3000,225.7600,1.800000
FILLER_79_427,VPWR,li1,203.7800,225.7600,1.800000
FILLER_79_417,VPWR,li1,198.0300,225.7600,1.800000
FILLER_79_405,VPWR,li1,194.5800,225.7600,1.800000
FILLER_79_393,VPWR,li1,189.0600,225.7600,1.800000
FILLER_79_390,VPWR,li1,185.3800,225.7600,1.800000
FILLER_79_374,VPWR,li1,179.4000,225.7600,1.800000
FILLER_79_362,VPWR,li1,174.8000,225.7600,1.800000
FILLER_79_348,VPWR,li1,166.0600,225.7600,1.800000
FILLER_79_337,VPWR,li1,160.7700,225.7600,1.800000
FILLER_79_335,VPWR,li1,159.8500,225.7600,1.800000
FILLER_79_323,VPWR,li1,156.8600,225.7600,1.800000
FILLER_79_311,VPWR,li1,151.3400,225.7600,1.800000
FILLER_79_299,VPWR,li1,145.8200,225.7600,1.800000
FILLER_79_287,VPWR,li1,140.3000,225.7600,1.800000
FILLER_79_279,VPWR,li1,134.0900,225.7600,1.800000
FILLER_79_275,VPWR,li1,132.9400,225.7600,1.800000
FILLER_79_263,VPWR,li1,129.2600,225.7600,1.800000
FILLER_79_251,VPWR,li1,123.7400,225.7600,1.800000
FILLER_79_237,VPWR,li1,115.0000,225.7600,1.800000
FILLER_79_225,VPWR,li1,111.7800,225.7600,1.800000
FILLER_79_223,VPWR,li1,108.3300,225.7600,1.800000
FILLER_79_217,VPWR,li1,106.7200,225.7600,1.800000
FILLER_79_205,VPWR,li1,102.5800,225.7600,1.800000
FILLER_79_193,VPWR,li1,97.0600,225.7600,1.800000
FILLER_79_181,VPWR,li1,91.5400,225.7600,1.800000
FILLER_79_169,VPWR,li1,86.0200,225.7600,1.800000
FILLER_79_162,VPWR,li1,81.4200,225.7600,1.800000
FILLER_79_150,VPWR,li1,77.2800,225.7600,1.800000
FILLER_79_138,VPWR,li1,71.7600,225.7600,1.800000
FILLER_79_126,VPWR,li1,66.2400,225.7600,1.800000
FILLER_79_121,VPWR,li1,61.4100,225.7600,1.800000
FILLER_79_117,VPWR,li1,60.2600,225.7600,1.800000
FILLER_79_113,VPWR,li1,57.7300,225.7600,1.800000
FILLER_79_111,VPWR,li1,56.8100,225.7600,1.800000
FILLER_79_99,VPWR,li1,53.8200,225.7600,1.800000
FILLER_79_87,VPWR,li1,48.3000,225.7600,1.800000
FILLER_79_75,VPWR,li1,42.7800,225.7600,1.800000
FILLER_79_61,VPWR,li1,33.8100,225.7600,1.800000
FILLER_79_57,VPWR,li1,32.6600,225.7600,1.800000
FILLER_79_52,VPWR,li1,30.3600,225.7600,1.800000
FILLER_79_40,VPWR,li1,26.6800,225.7600,1.800000
FILLER_79_27,VPWR,li1,18.4000,225.7600,1.800000
FILLER_79_15,VPWR,li1,15.1800,225.7600,1.800000
FILLER_79_3,VPWR,li1,9.6600,225.7600,1.800000
FILLER_78_626,VPWR,li1,293.9400,225.7600,1.800000
FILLER_78_614,VPWR,li1,290.7200,225.7600,1.800000
FILLER_78_601,VPWR,li1,283.3600,225.7600,1.800000
FILLER_78_589,VPWR,li1,279.2200,225.7600,1.800000
FILLER_78_564,VPWR,li1,265.1900,225.7600,1.800000
FILLER_78_560,VPWR,li1,264.0400,225.7600,1.800000
FILLER_78_548,VPWR,li1,260.3600,225.7600,1.800000
FILLER_78_536,VPWR,li1,254.8400,225.7600,1.800000
FILLER_78_530,VPWR,li1,249.7800,225.7600,1.800000
FILLER_78_518,VPWR,li1,246.5600,225.7600,1.800000
FILLER_78_506,VPWR,li1,241.0400,225.7600,1.800000
FILLER_78_477,VPWR,li1,226.7800,225.7600,1.800000
FILLER_78_475,VPWR,li1,224.2500,225.7600,1.800000
FILLER_78_463,VPWR,li1,221.2600,225.7600,1.800000
FILLER_78_451,VPWR,li1,215.7400,225.7600,1.800000
FILLER_78_438,VPWR,li1,208.8400,225.7600,1.800000
FILLER_78_426,VPWR,li1,204.2400,225.7600,1.800000
FILLER_78_417,VPWR,li1,198.0300,225.7600,1.800000
FILLER_78_409,VPWR,li1,194.1200,225.7600,1.800000
FILLER_78_401,VPWR,li1,191.8200,225.7600,1.800000
FILLER_78_389,VPWR,li1,187.2200,225.7600,1.800000
FILLER_78_377,VPWR,li1,181.7000,225.7600,1.800000
FILLER_78_365,VPWR,li1,176.1800,225.7600,1.800000
FILLER_78_363,VPWR,li1,172.7300,225.7600,1.800000
FILLER_78_355,VPWR,li1,170.6600,225.7600,1.800000
FILLER_78_343,VPWR,li1,166.0600,225.7600,1.800000
FILLER_78_331,VPWR,li1,160.5400,225.7600,1.800000
FILLER_78_319,VPWR,li1,155.0200,225.7600,1.800000
FILLER_78_309,VPWR,li1,148.3500,225.7600,1.800000
FILLER_78_307,VPWR,li1,146.9700,225.7600,1.800000
FILLER_78_301,VPWR,li1,145.3600,225.7600,1.800000
FILLER_78_289,VPWR,li1,141.2200,225.7600,1.800000
FILLER_78_277,VPWR,li1,135.7000,225.7600,1.800000
FILLER_78_265,VPWR,li1,130.1800,225.7600,1.800000
FILLER_78_253,VPWR,li1,124.6600,225.7600,1.800000
FILLER_78_250,VPWR,li1,120.9800,225.7600,1.800000
FILLER_78_238,VPWR,li1,117.7600,225.7600,1.800000
FILLER_78_229,VPWR,li1,111.5500,225.7600,1.800000
FILLER_78_221,VPWR,li1,109.0200,225.7600,1.800000
FILLER_78_209,VPWR,li1,104.4200,225.7600,1.800000
FILLER_78_197,VPWR,li1,98.9000,225.7600,1.800000
FILLER_78_192,VPWR,li1,94.0700,225.7600,1.800000
FILLER_78_180,VPWR,li1,91.0800,225.7600,1.800000
FILLER_78_158,VPWR,li1,78.4300,225.7600,1.800000
FILLER_78_145,VPWR,li1,74.0600,225.7600,1.800000
FILLER_78_138,VPWR,li1,69.4600,225.7600,1.800000
FILLER_78_98,VPWR,li1,51.5200,225.7600,1.800000
FILLER_78_85,VPWR,li1,46.0000,225.7600,1.800000
FILLER_78_76,VPWR,li1,42.3200,225.7600,1.800000
FILLER_78_64,VPWR,li1,37.7200,225.7600,1.800000
FILLER_78_29,VPWR,li1,20.2400,225.7600,1.800000
FILLER_78_15,VPWR,li1,13.8000,225.7600,1.800000
FILLER_78_3,VPWR,li1,9.6600,225.7600,1.800000
FILLER_77_636,VPWR,li1,298.3100,220.3200,1.799970
FILLER_77_628,VPWR,li1,296.2400,220.3200,1.799970
FILLER_77_606,VPWR,li1,284.9700,220.3200,1.799971
FILLER_77_598,VPWR,li1,282.4400,220.3200,1.799972
FILLER_77_586,VPWR,li1,277.8400,220.3200,1.799973
FILLER_77_579,VPWR,li1,272.0900,220.3200,1.799974
FILLER_77_571,VPWR,li1,270.0200,220.3200,1.799975
FILLER_77_547,VPWR,li1,258.9800,220.3200,1.799977
FILLER_77_535,VPWR,li1,254.3800,220.3200,1.799979
FILLER_77_531,VPWR,li1,250.0100,220.3200,1.799979
FILLER_77_523,VPWR,li1,247.9400,220.3200,1.799980
FILLER_77_511,VPWR,li1,243.3400,220.3200,1.799981
FILLER_77_503,VPWR,li1,237.1300,220.3200,1.799983
FILLER_77_491,VPWR,li1,231.8400,220.3200,1.799984
FILLER_77_485,VPWR,li1,229.3100,220.3200,1.799985
FILLER_77_473,VPWR,li1,225.8600,220.3200,1.799986
FILLER_77_461,VPWR,li1,220.3400,220.3200,1.799987
FILLER_77_449,VPWR,li1,214.8200,220.3200,1.799988
FILLER_77_436,VPWR,li1,208.8400,220.3200,1.799990
FILLER_77_424,VPWR,li1,203.3200,220.3200,1.799991
FILLER_77_412,VPWR,li1,197.8000,220.3200,1.799992
FILLER_77_400,VPWR,li1,192.2800,220.3200,1.799994
FILLER_77_391,VPWR,li1,185.6100,220.3200,1.799995
FILLER_77_387,VPWR,li1,184.4600,220.3200,1.799995
FILLER_77_379,VPWR,li1,180.3200,220.3200,1.799996
FILLER_77_371,VPWR,li1,178.0200,220.3200,1.799997
FILLER_77_359,VPWR,li1,173.4200,220.3200,1.799998
FILLER_77_351,VPWR,li1,167.2100,220.3200,1.799998
FILLER_77_345,VPWR,li1,164.6800,220.3200,1.799998
FILLER_77_337,VPWR,li1,162.3800,220.3200,1.799998
FILLER_77_335,VPWR,li1,159.8500,220.3200,1.799998
FILLER_77_329,VPWR,li1,158.2400,220.3200,1.799998
FILLER_77_317,VPWR,li1,154.1000,220.3200,1.799998
FILLER_77_293,VPWR,li1,141.2200,220.3200,1.799998
FILLER_77_281,VPWR,li1,137.5400,220.3200,1.799998
FILLER_77_279,VPWR,li1,134.0900,220.3200,1.799998
FILLER_77_257,VPWR,li1,124.4300,220.3200,1.799998
FILLER_77_245,VPWR,li1,120.9800,220.3200,1.799998
FILLER_77_231,VPWR,li1,112.0100,220.3200,1.799999
FILLER_77_225,VPWR,li1,110.4000,220.3200,1.799999
FILLER_77_223,VPWR,li1,108.3300,220.3200,1.799999
FILLER_77_181,VPWR,li1,91.5400,220.3200,1.799999
FILLER_77_169,VPWR,li1,86.0200,220.3200,1.799999
FILLER_77_165,VPWR,li1,82.1100,220.3200,1.799999
FILLER_77_149,VPWR,li1,74.9800,220.3200,1.799999
FILLER_77_137,VPWR,li1,71.3000,220.3200,1.799999
FILLER_77_125,VPWR,li1,65.7800,220.3200,1.799999
FILLER_77_113,VPWR,li1,60.2600,220.3200,1.799999
FILLER_77_106,VPWR,li1,55.6600,220.3200,1.799999
FILLER_77_88,VPWR,li1,47.3800,220.3200,1.799999
FILLER_77_65,VPWR,li1,35.6500,220.3200,1.800000
FILLER_77_57,VPWR,li1,33.5800,220.3200,1.800000
FILLER_77_55,VPWR,li1,31.0500,220.3200,1.800000
FILLER_77_47,VPWR,li1,27.8300,220.3200,1.800000
FILLER_77_30,VPWR,li1,20.2400,220.3200,1.800000
FILLER_77_23,VPWR,li1,16.5600,220.3200,1.800000
FILLER_77_15,VPWR,li1,14.2600,220.3200,1.800000
FILLER_77_3,VPWR,li1,9.6600,220.3200,1.800000
FILLER_76_634,VPWR,li1,297.8500,220.3200,1.799970
FILLER_76_626,VPWR,li1,295.3200,220.3200,1.799970
FILLER_76_613,VPWR,li1,288.8800,220.3200,1.799970
FILLER_76_601,VPWR,li1,284.7400,220.3200,1.799971
FILLER_76_589,VPWR,li1,279.2200,220.3200,1.799972
FILLER_76_587,VPWR,li1,275.7700,220.3200,1.799974
FILLER_76_581,VPWR,li1,274.1600,220.3200,1.799974
FILLER_76_569,VPWR,li1,270.0200,220.3200,1.799975
FILLER_76_557,VPWR,li1,264.5000,220.3200,1.799976
FILLER_76_545,VPWR,li1,258.9800,220.3200,1.799977
FILLER_76_533,VPWR,li1,253.4600,220.3200,1.799979
FILLER_76_531,VPWR,li1,250.0100,220.3200,1.799979
FILLER_76_527,VPWR,li1,248.8600,220.3200,1.799980
FILLER_76_515,VPWR,li1,245.1800,220.3200,1.799981
FILLER_76_503,VPWR,li1,239.6600,220.3200,1.799982
FILLER_76_495,VPWR,li1,233.4500,220.3200,1.799984
FILLER_76_489,VPWR,li1,231.8400,220.3200,1.799984
FILLER_76_477,VPWR,li1,227.7000,220.3200,1.799985
FILLER_76_475,VPWR,li1,224.2500,220.3200,1.799986
FILLER_76_469,VPWR,li1,222.6400,220.3200,1.799986
FILLER_76_448,VPWR,li1,213.4400,220.3200,1.799989
FILLER_76_436,VPWR,li1,208.8400,220.3200,1.799990
FILLER_76_417,VPWR,li1,198.0300,220.3200,1.799992
FILLER_76_409,VPWR,li1,195.5000,220.3200,1.799993
FILLER_76_397,VPWR,li1,190.9000,220.3200,1.799994
FILLER_76_385,VPWR,li1,185.3800,220.3200,1.799995
FILLER_76_365,VPWR,li1,175.2600,220.3200,1.799998
FILLER_76_361,VPWR,li1,172.2700,220.3200,1.799998
FILLER_76_349,VPWR,li1,168.8200,220.3200,1.799998
FILLER_76_333,VPWR,li1,159.3900,220.3200,1.799998
FILLER_76_321,VPWR,li1,155.9400,220.3200,1.799998
FILLER_76_309,VPWR,li1,150.4200,220.3200,1.799998
FILLER_76_300,VPWR,li1,145.3600,220.3200,1.799998
FILLER_76_288,VPWR,li1,140.7600,220.3200,1.799998
FILLER_76_265,VPWR,li1,127.6500,220.3200,1.799998
FILLER_76_253,VPWR,li1,124.6600,220.3200,1.799998
FILLER_76_251,VPWR,li1,121.2100,220.3200,1.799998
FILLER_76_243,VPWR,li1,119.1400,220.3200,1.799998
FILLER_76_190,VPWR,li1,93.1500,220.3200,1.799999
FILLER_76_182,VPWR,li1,91.0800,220.3200,1.799999
FILLER_76_176,VPWR,li1,86.7100,220.3200,1.799999
FILLER_76_170,VPWR,li1,85.1000,220.3200,1.799999
FILLER_76_141,VPWR,li1,70.8400,220.3200,1.799999
FILLER_76_139,VPWR,li1,69.6900,220.3200,1.799999
FILLER_76_133,VPWR,li1,68.0800,220.3200,1.799999
FILLER_76_121,VPWR,li1,63.9400,220.3200,1.799999
FILLER_76_109,VPWR,li1,58.4200,220.3200,1.799999
FILLER_76_97,VPWR,li1,52.9000,220.3200,1.799999
FILLER_76_85,VPWR,li1,47.3800,220.3200,1.799999
FILLER_76_81,VPWR,li1,43.4700,220.3200,1.800000
FILLER_76_75,VPWR,li1,40.2500,220.3200,1.800000
FILLER_76_59,VPWR,li1,34.5000,220.3200,1.800000
FILLER_76_47,VPWR,li1,27.6000,220.3200,1.800000
FILLER_76_35,VPWR,li1,22.3100,220.3200,1.800000
FILLER_76_15,VPWR,li1,12.6500,220.3200,1.800000
FILLER_76_3,VPWR,li1,9.6600,220.3200,1.800000
FILLER_75_625,VPWR,li1,293.7100,214.8800,1.799929
FILLER_75_617,VPWR,li1,291.1800,214.8800,1.799929
FILLER_75_614,VPWR,li1,288.4200,214.8800,1.799929
FILLER_75_602,VPWR,li1,285.2000,214.8800,1.799930
FILLER_75_590,VPWR,li1,279.6800,214.8800,1.799934
FILLER_75_578,VPWR,li1,274.1600,214.8800,1.799937
FILLER_75_566,VPWR,li1,268.6400,214.8800,1.799941
FILLER_75_556,VPWR,li1,262.2000,214.8800,1.799944
FILLER_75_543,VPWR,li1,256.6800,214.8800,1.799947
FILLER_75_529,VPWR,li1,249.0900,214.8800,1.799951
FILLER_75_517,VPWR,li1,246.1000,214.8800,1.799954
FILLER_75_505,VPWR,li1,240.5800,214.8800,1.799956
FILLER_75_503,VPWR,li1,237.1300,214.8800,1.799958
FILLER_75_499,VPWR,li1,235.9800,214.8800,1.799960
FILLER_75_487,VPWR,li1,232.3000,214.8800,1.799962
FILLER_75_462,VPWR,li1,218.9600,214.8800,1.799969
FILLER_75_440,VPWR,li1,209.7600,214.8800,1.799974
FILLER_75_428,VPWR,li1,205.1600,214.8800,1.799977
FILLER_75_416,VPWR,li1,199.6400,214.8800,1.799981
FILLER_75_405,VPWR,li1,192.0500,214.8800,1.799985
FILLER_75_393,VPWR,li1,189.0600,214.8800,1.799987
FILLER_75_390,VPWR,li1,185.3800,214.8800,1.799989
FILLER_75_382,VPWR,li1,183.0800,214.8800,1.799990
FILLER_75_370,VPWR,li1,178.4800,214.8800,1.799993
FILLER_75_358,VPWR,li1,172.9600,214.8800,1.799995
FILLER_75_349,VPWR,li1,166.5200,214.8800,1.799995
FILLER_75_343,VPWR,li1,163.5300,214.8800,1.799995
FILLER_75_337,VPWR,li1,161.9200,214.8800,1.799995
FILLER_75_328,VPWR,li1,158.2400,214.8800,1.799995
FILLER_75_316,VPWR,li1,153.6400,214.8800,1.799995
FILLER_75_310,VPWR,li1,148.8100,214.8800,1.799995
FILLER_75_298,VPWR,li1,145.3600,214.8800,1.799996
FILLER_75_286,VPWR,li1,139.8400,214.8800,1.799996
FILLER_75_261,VPWR,li1,128.3400,214.8800,1.799996
FILLER_75_245,VPWR,li1,118.9100,214.8800,1.799996
FILLER_75_237,VPWR,li1,116.3800,214.8800,1.799996
FILLER_75_225,VPWR,li1,111.7800,214.8800,1.799997
FILLER_75_221,VPWR,li1,107.8700,214.8800,1.799997
FILLER_75_204,VPWR,li1,100.2800,214.8800,1.799997
FILLER_75_193,VPWR,li1,96.1400,214.8800,1.799997
FILLER_75_181,VPWR,li1,91.5400,214.8800,1.799997
FILLER_75_169,VPWR,li1,86.0200,214.8800,1.799998
FILLER_75_166,VPWR,li1,82.3400,214.8800,1.799998
FILLER_75_158,VPWR,li1,80.0400,214.8800,1.799998
FILLER_75_150,VPWR,li1,74.9800,214.8800,1.799998
FILLER_75_142,VPWR,li1,72.6800,214.8800,1.799998
FILLER_75_135,VPWR,li1,68.3100,214.8800,1.799998
FILLER_75_113,VPWR,li1,57.9600,214.8800,1.799999
FILLER_75_109,VPWR,li1,56.3500,214.8800,1.799999
FILLER_75_100,VPWR,li1,52.2100,214.8800,1.799999
FILLER_75_92,VPWR,li1,49.6800,214.8800,1.799999
FILLER_75_80,VPWR,li1,45.0800,214.8800,1.799999
FILLER_75_65,VPWR,li1,36.1100,214.8800,1.799999
FILLER_75_57,VPWR,li1,33.5800,214.8800,1.799999
FILLER_75_55,VPWR,li1,31.0500,214.8800,1.799999
FILLER_75_49,VPWR,li1,29.4400,214.8800,1.799999
FILLER_75_41,VPWR,li1,25.0700,214.8800,1.800000
FILLER_75_35,VPWR,li1,22.0800,214.8800,1.800000
FILLER_75_27,VPWR,li1,19.7800,214.8800,1.800000
FILLER_75_23,VPWR,li1,16.3300,214.8800,1.800000
FILLER_75_15,VPWR,li1,14.2600,214.8800,1.800000
FILLER_75_3,VPWR,li1,9.6600,214.8800,1.800000
FILLER_74_635,VPWR,li1,298.0800,214.8800,1.799929
FILLER_74_627,VPWR,li1,295.7800,214.8800,1.799929
FILLER_74_601,VPWR,li1,282.6700,214.8800,1.799932
FILLER_74_589,VPWR,li1,279.2200,214.8800,1.799934
FILLER_74_576,VPWR,li1,273.2400,214.8800,1.799937
FILLER_74_564,VPWR,li1,267.7200,214.8800,1.799941
FILLER_74_552,VPWR,li1,262.2000,214.8800,1.799944
FILLER_74_540,VPWR,li1,256.6800,214.8800,1.799947
FILLER_74_525,VPWR,li1,247.2500,214.8800,1.799953
FILLER_74_517,VPWR,li1,245.1800,214.8800,1.799954
FILLER_74_505,VPWR,li1,240.5800,214.8800,1.799956
FILLER_74_493,VPWR,li1,235.0600,214.8800,1.799960
FILLER_74_484,VPWR,li1,228.3900,214.8800,1.799964
FILLER_74_464,VPWR,li1,221.7200,214.8800,1.799968
FILLER_74_452,VPWR,li1,216.2000,214.8800,1.799971
FILLER_74_440,VPWR,li1,210.6800,214.8800,1.799974
FILLER_74_428,VPWR,li1,205.1600,214.8800,1.799977
FILLER_74_413,VPWR,li1,195.7300,214.8800,1.799983
FILLER_74_407,VPWR,li1,194.1200,214.8800,1.799984
FILLER_74_403,VPWR,li1,191.1300,214.8800,1.799985
FILLER_74_391,VPWR,li1,188.1400,214.8800,1.799987
FILLER_74_383,VPWR,li1,181.9300,214.8800,1.799992
FILLER_74_377,VPWR,li1,180.3200,214.8800,1.799992
FILLER_74_365,VPWR,li1,176.1800,214.8800,1.799994
FILLER_74_360,VPWR,li1,172.0400,214.8800,1.799995
FILLER_74_348,VPWR,li1,166.0600,214.8800,1.799995
FILLER_74_332,VPWR,li1,158.9300,214.8800,1.799995
FILLER_74_324,VPWR,li1,156.4000,214.8800,1.799995
FILLER_74_304,VPWR,li1,146.2800,214.8800,1.799996
FILLER_74_292,VPWR,li1,142.6000,214.8800,1.799996
FILLER_74_280,VPWR,li1,137.0800,214.8800,1.799996
FILLER_74_268,VPWR,li1,131.5600,214.8800,1.799996
FILLER_74_253,VPWR,li1,124.6600,214.8800,1.799996
FILLER_74_250,VPWR,li1,120.9800,214.8800,1.799996
FILLER_74_238,VPWR,li1,117.7600,214.8800,1.799996
FILLER_74_226,VPWR,li1,109.7100,214.8800,1.799997
FILLER_74_214,VPWR,li1,106.7200,214.8800,1.799997
FILLER_74_195,VPWR,li1,95.4500,214.8800,1.799997
FILLER_74_182,VPWR,li1,90.6200,214.8800,1.799997
FILLER_74_166,VPWR,li1,82.1100,214.8800,1.799998
FILLER_74_158,VPWR,li1,80.0400,214.8800,1.799998
FILLER_74_146,VPWR,li1,75.4400,214.8800,1.799998
